SystemSource,SourceType,Scope,MinimumVersionOrCondition,PermissionGuidance,CostClass,FrameworkModules,Provenance
sys.periods,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2016+ and visible SYSTEM_TIME period metadata,Metadata visibility; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/040_USP_TemporalAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.procedures,CATALOG_VIEW_OR_TABLE,DATABASE,SQL Server 2019+ baseline,Metadata visibility; framework grants none,LOW,Code/01_Common/100_USP_AnalysisNavigator.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.query_store_plan_feedback,CATALOG_VIEW_OR_TABLE,DATABASE,SQL Server 2022+; source is capability-probed,Database metadata visibility or VIEW DATABASE STATE/PERFORMANCE STATE as source-specific; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/04_PlanCache/053_USP_ExecutionPlanAnalysis.sql | Code/05_QueryStore/090_USP_IntelligentQueryProcessingAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.query_store_query,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2016+ and Query Store enabled,VIEW DATABASE STATE; 2022+: VIEW DATABASE PERFORMANCE STATE,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/04_PlanCache/053_USP_ExecutionPlanAnalysis.sql | Code/05_QueryStore/020_USP_QueryStoreRuntimeStats.sql | Code/05_QueryStore/030_USP_QueryStoreWaitStats.sql | Code/05_QueryStore/040_USP_QueryStorePlanChanges.sql | Code/05_QueryStore/050_USP_QueryStoreRegressions.sql | Code/05_QueryStore/060_USP_QueryStoreForcedPlans.sql | Code/05_QueryStore/070_USP_QueryStoreHints.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.query_store_query_hints,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2022+; source is version-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/04_PlanCache/053_USP_ExecutionPlanAnalysis.sql | Code/05_QueryStore/070_USP_QueryStoreHints.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.query_store_query_text,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/05_QueryStore/020_USP_QueryStoreRuntimeStats.sql | Code/05_QueryStore/030_USP_QueryStoreWaitStats.sql | Code/05_QueryStore/040_USP_QueryStorePlanChanges.sql | Code/05_QueryStore/050_USP_QueryStoreRegressions.sql | Code/05_QueryStore/060_USP_QueryStoreForcedPlans.sql | Code/05_QueryStore/070_USP_QueryStoreHints.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.query_store_query_variant,CATALOG_VIEW_OR_TABLE,DATABASE,SQL Server 2022+; source is capability-probed,Database metadata visibility or VIEW DATABASE STATE/PERFORMANCE STATE as source-specific; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/04_PlanCache/053_USP_ExecutionPlanAnalysis.sql | Code/05_QueryStore/090_USP_IntelligentQueryProcessingAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.query_store_replicas,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/010_USP_ServerFeatureCapabilities.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.query_store_runtime_stats,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2016+ and Query Store enabled,VIEW DATABASE STATE; 2022+: VIEW DATABASE PERFORMANCE STATE,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/04_PlanCache/053_USP_ExecutionPlanAnalysis.sql | Code/05_QueryStore/020_USP_QueryStoreRuntimeStats.sql | Code/05_QueryStore/050_USP_QueryStoreRegressions.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.query_store_runtime_stats_interval,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/05_QueryStore/020_USP_QueryStoreRuntimeStats.sql | Code/05_QueryStore/030_USP_QueryStoreWaitStats.sql | Code/05_QueryStore/050_USP_QueryStoreRegressions.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.query_store_wait_stats,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2017+ and Query Store wait capture,VIEW DATABASE STATE; 2022+: VIEW DATABASE PERFORMANCE STATE,MEDIUM,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/05_QueryStore/030_USP_QueryStoreWaitStats.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.resource_governor_configuration,CATALOG_VIEW_OR_TABLE,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/02_CurrentState/005_InternalCaptureCurrentStateSnapshot.sql | Code/02_CurrentState/070_USP_CurrentTempDB.sql | Code/07_Infrastructure/030_USP_ResourceGovernorAnalysis.sql | Code/09_VersionAdaptive/010_USP_ServerFeatureCapabilities.sql,Official Microsoft stored Resource Governor configuration contract; used to separate disabled and enabled TempDB governance
sys.resource_governor_resource_pools,CATALOG_VIEW_OR_TABLE,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/07_Infrastructure/030_USP_ResourceGovernorAnalysis.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.resource_governor_workload_groups,CATALOG_VIEW_OR_TABLE,SERVER,SQL Server 2019+ baseline; TempDB limit columns start with SQL Server 2025 and are schema-probed before dynamic reference,VIEW ANY DEFINITION for stored workload-group metadata; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/02_CurrentState/005_InternalCaptureCurrentStateSnapshot.sql | Code/02_CurrentState/070_USP_CurrentTempDB.sql | Code/07_Infrastructure/030_USP_ResourceGovernorAnalysis.sql,Official Microsoft stored workload-group and SQL25-003 TempDB-limit contract; no runtime evidence persisted
sys.schemas,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/00_Setup/000_Preflight_und_Schema.sql | Code/01_Common/100_USP_AnalysisNavigator.sql | Code/02_CurrentState/020_USP_CurrentRequests.sql | Code/02_CurrentState/030_USP_CurrentBlocking.sql | Code/03_ObjectIndex/010_USP_ObjectInventory.sql | Code/03_ObjectIndex/020_USP_IndexUsage.sql | Code/03_ObjectIndex/025_USP_IndexOperationalStats.sql | Code/03_ObjectIndex/030_USP_MissingIndexes.sql | Code/03_ObjectIndex/040_USP_Statistics.sql | Code/03_ObjectIndex/050_USP_Partitions.sql | Code/03_ObjectIndex/060_USP_Columnstore.sql | Code/03_ObjectIndex/070_USP_IndexPhysicalStats.sql | Code/05_QueryStore/020_USP_QueryStoreRuntimeStats.sql | Code/05_QueryStore/040_USP_QueryStorePlanChanges.sql | Code/05_QueryStore/050_USP_QueryStoreRegressions.sql | Code/05_QueryStore/060_USP_QueryStoreForcedPlans.sql | Code/07_Infrastructure/080_USP_DataCaptureStatus.sql | Code/09_VersionAdaptive/010_USP_ServerFeatureCapabilities.sql | Code/03_ObjectIndex/090_USP_SchemaDesignAnalysis.sql | Code/09_VersionAdaptive/030_USP_InMemoryOltpAnalysis.sql | Code/09_VersionAdaptive/040_USP_TemporalAnalysis.sql | Code/09_VersionAdaptive/050_USP_ServiceBrokerAnalysis.sql | Code/09_VersionAdaptive/060_USP_FullTextAnalysis.sql | Code/09_VersionAdaptive/070_USP_DataCaptureDeepAnalysis.sql | Code/03_ObjectIndex/075_USP_VectorIndexAnalysis.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.sequences,CATALOG_VIEW_OR_TABLE,DATABASE,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Database metadata visibility or VIEW DATABASE STATE/PERFORMANCE STATE as source-specific; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/090_USP_SchemaDesignAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.servers,CATALOG_VIEW_OR_TABLE,SERVER,SQL Server 2019+ baseline,Metadata visibility; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/02_CurrentState/030_USP_CurrentBlocking.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.service_queues,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline,Metadata visibility; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/020_USP_SpecialFeatureInventory.sql | Code/09_VersionAdaptive/050_USP_ServiceBrokerAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.services,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline,Metadata visibility; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/020_USP_SpecialFeatureInventory.sql | Code/09_VersionAdaptive/050_USP_ServiceBrokerAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.server_event_session_actions,CATALOG_VIEW_OR_TABLE,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/06_ExtendedEvents/010_USP_ExtendedEventsSessions.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.server_event_session_events,CATALOG_VIEW_OR_TABLE,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/06_ExtendedEvents/010_USP_ExtendedEventsSessions.sql | Code/06_ExtendedEvents/040_USP_ExtendedEventsBlockedProcesses.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.server_event_session_fields,CATALOG_VIEW_OR_TABLE,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/06_ExtendedEvents/010_USP_ExtendedEventsSessions.sql | Code/06_ExtendedEvents/020_USP_ExtendedEventsReadEvents.sql | Code/06_ExtendedEvents/030_USP_ExtendedEventsDeadlocks.sql | Code/06_ExtendedEvents/040_USP_ExtendedEventsBlockedProcesses.sql | Code/08_ServerHealth/140_USP_CriticalEngineEvents.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.server_event_session_targets,CATALOG_VIEW_OR_TABLE,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/06_ExtendedEvents/010_USP_ExtendedEventsSessions.sql | Code/06_ExtendedEvents/020_USP_ExtendedEventsReadEvents.sql | Code/06_ExtendedEvents/030_USP_ExtendedEventsDeadlocks.sql | Code/06_ExtendedEvents/040_USP_ExtendedEventsBlockedProcesses.sql | Code/08_ServerHealth/140_USP_CriticalEngineEvents.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.server_event_sessions,CATALOG_VIEW_OR_TABLE,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/06_ExtendedEvents/010_USP_ExtendedEventsSessions.sql | Code/06_ExtendedEvents/020_USP_ExtendedEventsReadEvents.sql | Code/06_ExtendedEvents/030_USP_ExtendedEventsDeadlocks.sql | Code/06_ExtendedEvents/040_USP_ExtendedEventsBlockedProcesses.sql | Code/08_ServerHealth/140_USP_CriticalEngineEvents.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.sp_executesql,SYSTEM_PROCEDURE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/00_Setup/000_Preflight_und_Schema.sql | Code/01_Common/070_USP_CheckFrameworkCapabilities.sql | Code/01_Common/083_USP_PrepareDatabaseCandidates.sql | Code/02_CurrentState/010_USP_CurrentSessions.sql | Code/02_CurrentState/020_USP_CurrentRequests.sql | Code/02_CurrentState/030_USP_CurrentBlocking.sql | Code/02_CurrentState/040_USP_CurrentWaits.sql | Code/02_CurrentState/070_USP_CurrentTempDB.sql | Code/02_CurrentState/090_USP_CurrentLog.sql | Code/03_ObjectIndex/010_USP_ObjectInventory.sql | Code/03_ObjectIndex/020_USP_IndexUsage.sql | Code/03_ObjectIndex/025_USP_IndexOperationalStats.sql | Code/03_ObjectIndex/030_USP_MissingIndexes.sql | Code/03_ObjectIndex/040_USP_Statistics.sql | Code/03_ObjectIndex/045_USP_StatisticsDistributionAnalysis.sql | Code/03_ObjectIndex/050_USP_Partitions.sql | Code/03_ObjectIndex/060_USP_Columnstore.sql | Code/03_ObjectIndex/070_USP_IndexPhysicalStats.sql | Code/04_PlanCache/010_USP_QueryStats.sql | Code/04_PlanCache/050_USP_ShowplanAnalysis.sql | Code/05_QueryStore/010_USP_QueryStoreStatus.sql | Code/05_QueryStore/020_USP_QueryStoreRuntimeStats.sql | Code/05_QueryStore/030_USP_QueryStoreWaitStats.sql | Code/05_QueryStore/040_USP_QueryStorePlanChanges.sql | Code/05_QueryStore/050_USP_QueryStoreRegressions.sql | Code/05_QueryStore/060_USP_QueryStoreForcedPlans.sql | Code/05_QueryStore/070_USP_QueryStoreHints.sql | Code/06_ExtendedEvents/010_USP_ExtendedEventsSessions.sql | Code/06_ExtendedEvents/020_USP_ExtendedEventsReadEvents.sql | Code/06_ExtendedEvents/050_USP_ExtendedEventsTargetRuntime.sql | Code/07_Infrastructure/020_USP_AgentJobs.sql | Code/07_Infrastructure/070_USP_ReplicationStatus.sql | Code/07_Infrastructure/080_USP_DataCaptureStatus.sql | Code/09_VersionAdaptive/010_USP_ServerFeatureCapabilities.sql | Code/03_ObjectIndex/090_USP_SchemaDesignAnalysis.sql | Code/05_QueryStore/090_USP_IntelligentQueryProcessingAnalysis.sql | Code/08_ServerHealth/120_USP_DatabaseCapacityAnalysis.sql | Code/08_ServerHealth/170_USP_DiagnosticFindings.sql | Code/09_VersionAdaptive/020_USP_SpecialFeatureInventory.sql | Code/09_VersionAdaptive/030_USP_InMemoryOltpAnalysis.sql | Code/09_VersionAdaptive/040_USP_TemporalAnalysis.sql | Code/09_VersionAdaptive/050_USP_ServiceBrokerAnalysis.sql | Code/09_VersionAdaptive/060_USP_FullTextAnalysis.sql | Code/09_VersionAdaptive/070_USP_DataCaptureDeepAnalysis.sql | Code/03_ObjectIndex/075_USP_VectorIndexAnalysis.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.sp_server_diagnostics,SYSTEM_STORED_PROCEDURE,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE where required; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific permission; framework grants none,MEDIUM,Code/08_ServerHealth/140_USP_CriticalEngineEvents.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.stats,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; SQL25-004 replica_role_id replica_role_desc and replica_name require SQL Server 2025 and a successful source-schema probe,Metadata visibility on referenced objects; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/02_CurrentState/030_USP_CurrentBlocking.sql | Code/03_ObjectIndex/040_USP_Statistics.sql,Statistics definition and origin metadata only; no histogram or user-table values are read
sys.stats_columns,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/040_USP_Statistics.sql | Code/03_ObjectIndex/045_USP_StatisticsDistributionAnalysis.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.system_objects,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.table_types,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline,Metadata visibility; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/030_USP_InMemoryOltpAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.tables,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/010_USP_ObjectInventory.sql | Code/03_ObjectIndex/020_USP_IndexUsage.sql | Code/03_ObjectIndex/025_USP_IndexOperationalStats.sql | Code/03_ObjectIndex/030_USP_MissingIndexes.sql | Code/03_ObjectIndex/040_USP_Statistics.sql | Code/07_Infrastructure/080_USP_DataCaptureStatus.sql | Code/03_ObjectIndex/090_USP_SchemaDesignAnalysis.sql | Code/09_VersionAdaptive/020_USP_SpecialFeatureInventory.sql | Code/09_VersionAdaptive/030_USP_InMemoryOltpAnalysis.sql | Code/09_VersionAdaptive/040_USP_TemporalAnalysis.sql | Code/09_VersionAdaptive/060_USP_FullTextAnalysis.sql | Code/09_VersionAdaptive/070_USP_DataCaptureDeepAnalysis.sql | Code/09_VersionAdaptive/080_USP_EncryptionAnalysis.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.transmission_queue,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline and visible Service Broker transmission metadata,Metadata visibility; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/050_USP_ServiceBrokerAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.types,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/045_USP_StatisticsDistributionAnalysis.sql | Code/09_VersionAdaptive/020_USP_SpecialFeatureInventory.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.vector_indexes,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2025 (17.x); source is referenced only after product-version and schema capability probes,Metadata visibility; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/010_USP_ServerFeatureCapabilities.sql | Code/03_ObjectIndex/075_USP_VectorIndexAnalysis.sql,Official Microsoft sys.vector_indexes contract; internal build_parameters and vector values are not collected
sys.views,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/010_USP_ServerFeatureCapabilities.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.xml_indexes,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline,Metadata visibility; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/020_USP_SpecialFeatureInventory.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
tempdb.sys.columns,CATALOG_VIEW_OR_TABLE,SERVER_OR_SYSTEM_DATABASE,SQL Server 2019+ baseline,Local Temp-Table metadata in the current session; framework grants none,LOW,Code/01_Common/095_USP_InternalWriteResultTable.sql,Framework source contract; no runtime evidence persisted
tempdb.sys.database_files,CATALOG_VIEW_OR_TABLE,SERVER_OR_SYSTEM_DATABASE,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Source-specific access in system database; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/08_ServerHealth/040_USP_TempDBConfiguration.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
tempdb.sys.types,CATALOG_VIEW_OR_TABLE,SERVER_OR_SYSTEM_DATABASE,SQL Server 2019+ baseline,Local Temp-Table type metadata in the current session; framework grants none,LOW,Code/01_Common/095_USP_InternalWriteResultTable.sql,Framework source contract; no runtime evidence persisted
cdc.change_tables,CDC_SYSTEM_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ and CDC capture instance visible,Metadata visibility; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/070_USP_DataCaptureDeepAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
msdb.dbo.cdc_jobs,MSDB_SYSTEM_OBJECT,SERVER_OR_SYSTEM_DATABASE,SQL Server 2019+ and CDC enabled,Source-specific read access in msdb; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/070_USP_DataCaptureDeepAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
msdb.dbo.MSdistributiondbs,MSDB_SYSTEM_OBJECT,SERVER_OR_SYSTEM_DATABASE,SQL Server 2019+ and replication distribution configured,Source-specific read access in msdb; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/070_USP_DataCaptureDeepAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
distribution.dbo.MSdistribution_agents,REPLICATION_SYSTEM_OBJECT,LOCAL_DISTRIBUTOR,SQL Server 2019+ and local Distributor visible,Read access in local distribution database; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/070_USP_DataCaptureDeepAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
distribution.dbo.MSdistribution_history,REPLICATION_SYSTEM_OBJECT,LOCAL_DISTRIBUTOR,SQL Server 2019+ and local Distributor visible,Read access in local distribution database; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/070_USP_DataCaptureDeepAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
distribution.dbo.MSdistribution_status,REPLICATION_SYSTEM_VIEW,LOCAL_DISTRIBUTOR,SQL Server 2019+ and local Distributor visible,Read access in local distribution database; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/070_USP_DataCaptureDeepAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
distribution.dbo.MSsubscriptions,REPLICATION_SYSTEM_OBJECT,LOCAL_DISTRIBUTOR,SQL Server 2019+ and local Distributor visible,Read access in local distribution database; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/070_USP_DataCaptureDeepAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
distribution.dbo.MSlogreader_agents,REPLICATION_SYSTEM_OBJECT,LOCAL_DISTRIBUTOR,SQL Server 2019+ and local Distributor visible,Read access in local distribution database; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/070_USP_DataCaptureDeepAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
distribution.dbo.MSlogreader_history,REPLICATION_SYSTEM_OBJECT,LOCAL_DISTRIBUTOR,SQL Server 2019+ and local Distributor visible,Read access in local distribution database; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/070_USP_DataCaptureDeepAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
distribution.dbo.MSmerge_agents,REPLICATION_SYSTEM_OBJECT,LOCAL_DISTRIBUTOR,SQL Server 2019+ and local Distributor visible,Read access in local distribution database; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/070_USP_DataCaptureDeepAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
distribution.dbo.MSmerge_sessions,REPLICATION_SYSTEM_OBJECT,LOCAL_DISTRIBUTOR,SQL Server 2019+ and local Distributor visible,Read access in local distribution database; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/070_USP_DataCaptureDeepAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
distribution.dbo.MSrepl_errors,REPLICATION_SYSTEM_OBJECT,LOCAL_DISTRIBUTOR,SQL Server 2019+ and local Distributor visible,Read access in local distribution database; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/070_USP_DataCaptureDeepAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.dm_cdc_errors,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ and CDC enabled,SQL Server 2019: VIEW DATABASE STATE; SQL Server 2022+: VIEW DATABASE PERFORMANCE STATE; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/070_USP_DataCaptureDeepAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
